t,y
93.0,-0.9078494915640569
94.0,-0.9636174149992932
95.0,-0.5785431324493968
96.0,-0.6393907386253548
97.0,0.38150042389917493
98.0,-0.08774648467624657
99.0,0.27933381124189205
100.0,1.1564908326023833
101.0,-0.0014071040813882219
102.0,0.24629532426357592
103.0,1.3922931861869472
104.0,0.6517211380150592
105.0,2.1073538400352874
106.0,1.2247330573460502
107.0,1.1631890589339955
108.0,2.316880634522021
109.0,2.1366414410161196
110.0,2.2629794435354373
111.0,1.7990793500721083
112.0,0.9752863089378829
113.0,1.9624794109441304
114.0,0.9111940609973799
115.0,1.139909364018536
116.0,-0.24068996059334147
117.0,-0.9316918647862383
118.0,-0.902280586096747
119.0,-1.073380233775049
120.0,-1.589753289855432
121.0,-2.4696517865374985
122.0,-2.2442690866776593
123.0,-2.1649191435664106
124.0,-3.2361410674909608
125.0,-3.323036052971118
126.0,-3.7063337509504937
127.0,-3.118548393208709
128.0,-3.788998631716034
129.0,-4.093628034504401
130.0,-4.695817564947495
131.0,-4.367776473753848
132.0,-4.908471375026071
133.0,-4.729308793928741
134.0,-4.996900601646081
135.0,-4.537154732112814
136.0,-4.532858098551577
137.0,-4.724789435526077
138.0,-4.4085735898147025
139.0,-4.763015238732235
140.0,-4.716898295965036
141.0,-3.8771162726436077
142.0,-3.741782935581977
143.0,-3.3464502219553953
144.0,-2.5304458717070704
145.0,-2.720130135950563
146.0,-3.0249801122279347
147.0,-2.113356093010055
148.0,-2.5838499600319835
149.0,-2.0496313377148834
150.0,-1.670526539203936
151.0,-0.8974065581963553
152.0,-1.4002565461159966
153.0,-1.220177209113581
154.0,-0.8330164729673046
155.0,-0.8468781047285008
156.0,-0.2259525512927778
157.0,-0.7602456094039574
158.0,-0.7263586544005383
159.0,-0.5149908574082834
160.0,-0.5491281919917905
161.0,0.04468336978397369
162.0,-0.3038486570697251
163.0,-0.6463064719882832
164.0,-1.1276981559131656
165.0,-0.768855958499242
166.0,-1.4261395181515506
167.0,-1.7695453120779014
168.0,-1.3228395936043873
169.0,-1.775022837476285
170.0,-1.8767187365790157
171.0,-2.269422121222603
172.0,-2.3911207234773304
173.0,-2.981587807863778
174.0,-3.2975394325981062
175.0,-3.1251085389999598
176.0,-3.6557496454230027
177.0,-3.8060554327652745
178.0,-3.9065890277993645
179.0,-3.930106284307719
180.0,-4.105689143591387
181.0,-4.384314731451005
182.0,-4.263180045073439
183.0,-4.585017096190293
184.0,-3.9715995417796894
185.0,-4.35212522215976
186.0,-4.15260507210399
187.0,-3.7962262446215855
188.0,-3.791885890878288
189.0,-3.1714197522308547
190.0,-3.5018117489796223
191.0,-2.979943956523073
192.0,-2.7912004930521856
193.0,-2.7374583746955694
194.0,-2.160243807708653
195.0,-2.0096206089704403
196.0,-1.564674388134569
197.0,-1.281063285466495
198.0,-0.7801491147571878
199.0,-0.6652441817193637
200.0,-0.7103647339469311
201.0,-0.45742482788644057
202.0,-0.022614845114530713
203.0,0.09044785121360022
204.0,0.2504383663874279
205.0,0.01831426822058413
206.0,0.38609843512182973
207.0,0.3503645554582564
208.0,0.5622992317761732
209.0,0.5208871052597421
210.0,0.6686742559903334
211.0,0.535230301444475
212.0,0.5404496971264321
213.0,0.25261176813991093
214.0,0.06213503768234507
215.0,0.0060465516140242315
216.0,-0.09103498078654271
217.0,-0.20380035325806878
218.0,-0.10447102350052129
219.0,-0.6480736360073225
220.0,-0.9862427124677593
221.0,-1.096730224782291
222.0,-1.315638871587921
223.0,-1.3703036017752281
224.0,-1.8624144593036922
225.0,-1.7993242702954548
226.0,-1.9489234766838655
227.0,-2.0845316037549395
228.0,-2.3372170857064836
229.0,-2.3903904280415635
230.0,-2.65394668428109
231.0,-2.574556435355661
232.0,-2.618463673295107
233.0,-2.4840134183819087
234.0,-2.7098559578929056
235.0,-2.3749912308812786
236.0,-2.202103226346092
237.0,-2.667166877712593
238.0,-2.174093421565117
239.0,-2.008583610202644
240.0,-2.0715338177577975
241.0,-1.8760294441970464
242.0,-1.6638870236786432
243.0,-1.5105511687324782
244.0,-1.3261093768371939
245.0,-1.358975629968092
246.0,-0.7055545913534746
247.0,-0.5273247986955888
248.0,-0.6585448737258864
249.0,-0.5943297908969845
250.0,-0.09368024546819953
251.0,-0.1294353504688186
252.0,0.13042673067942623
253.0,0.168997069008064
254.0,0.44726306700032326
255.0,0.5287993895331407
256.0,0.331976359603833
257.0,0.24671002538702091
258.0,0.22079846162644112
259.0,0.6176325309157495
260.0,0.24857738814896968
261.0,0.32340255641825033
262.0,0.23176019403788617
263.0,0.24387120744967872
264.0,-0.23836622213258096
265.0,0.054928520588739316
266.0,-0.01742423176806618
267.0,-0.2575145221067692
268.0,-0.5017687040142671
269.0,-0.5860768671376012
270.0,-0.6955471144795723
271.0,-1.5502137115608372
272.0,-0.706669842251125
273.0,-1.2178290276526282
274.0,-1.6156926384030437
275.0,-1.7182757742313166
276.0,-1.6678942242360377
277.0,-1.9455828634204955
278.0,-2.517813155990073
279.0,-1.6670325704173952
280.0,-2.2754528459008236
281.0,-2.0798447448362696
282.0,-2.555919086112863
283.0,-2.047802540581504
284.0,-2.380286368913145
285.0,-2.3032704923544443
286.0,-2.71397669850881
287.0,-2.1023006477954143
288.0,-2.1906296994392576
289.0,-1.966068526777859
290.0,-2.407551208494791
291.0,-2.2842182183543986
292.0,-1.4243379586401046
293.0,-2.248661918016446
294.0,-1.881595112507926
295.0,-1.405069150072622
296.0,-1.5826507313968652
297.0,-1.3232887169424168
298.0,-1.4934637251515248
299.0,-1.1531916500854602
300.0,-1.5472235610197569
301.0,-0.5518950010271266
302.0,-0.9986800393627009
303.0,-1.0910143003335913
304.0,-0.6017366750950381
305.0,-0.8973938020378823
306.0,-1.1326061587042675
307.0,-1.110071329936866
308.0,-0.4348084993384581
309.0,-0.7110603447445818
310.0,-0.7160355830901515
311.0,-0.3389781438635111
312.0,-1.120720230440443
313.0,-1.0440423680586375
314.0,-0.9947031081286611
315.0,-0.9085014251402943
316.0,-1.044800174930916
317.0,-1.2289657220640882
318.0,-1.255129675824735
319.0,-1.3829868269348864
320.0,-1.720042196714557
321.0,-1.8745136790639358
322.0,-1.5975324654881309
323.0,-2.146293846379165
324.0,-2.3646250730758682
325.0,-2.163756564876322
326.0,-2.2137316947404155
327.0,-1.3965656923632972
328.0,-2.6175996446976626
329.0,-2.0674606813610676
330.0,-2.2143836474900627
331.0,-3.031015084574696
332.0,-2.31272431695335
333.0,-3.122963913084833
334.0,-3.738116605727009
335.0,-2.4492055841761933
336.0,-3.398363871308157
337.0,-2.495343085780079
338.0,-2.9307890583369085
339.0,-1.9355001429890506
340.0,-2.1266329392763117
341.0,-2.695014364110687
342.0,-2.7253220443001682
343.0,-2.870196283030628
344.0,-2.465010307856677
345.0,-2.309273269454321
346.0,-2.252198227935528
347.0,-1.9350221318816727
348.0,-1.6569519916864783
349.0,-1.6560226464131196
350.0,-2.0375284914933256
351.0,-2.2351871916849873
352.0,-0.9338576001603771
353.0,-1.7389691303941786
354.0,-1.6449223425089763
355.0,-1.5170327838841273
356.0,-2.033879418234026
357.0,-1.3820935738069453
358.0,-1.3390792916397447
359.0,-0.8197581845021806
360.0,-0.7612240973585234
361.0,-1.0562653637357675
362.0,-0.6422263900839249
363.0,-0.9143326984625725
364.0,-1.09259441315178
365.0,-1.04376650378918
366.0,-1.240622140918212
367.0,-1.3807984507125124
368.0,-1.3807246386056418
369.0,-1.8308659376843128
370.0,-1.2687058088656455
371.0,-1.9161782185204315
372.0,-1.1702836865661275
373.0,-1.7425742021278956
374.0,-1.6909878024550924
375.0,-1.5739643125015705
376.0,-1.5883711496736248
377.0,-2.6634950982743417
378.0,-2.1252189262934715
379.0,-1.7067746861274835
380.0,-2.929190076461284
381.0,-2.049435582892212
382.0,-3.283254679188058
383.0,-2.7694488191664703
384.0,-2.3240110115602874
385.0,-3.100848518778361
386.0,-2.808985745035872
387.0,-3.022341170271966
388.0,-1.620671922439573
389.0,-2.255387991687247
390.0,-2.041037167253188
391.0,-2.343629886028782
392.0,-2.343819525728429
393.0,-2.831602343675879
394.0,-2.17329119310882
395.0,-2.294285162765487
396.0,-1.4967104038577212
397.0,-1.2779641149861303
398.0,-1.0370011709304994
399.0,-1.198924845088985
400.0,-1.7167833227754377
401.0,-1.8292349720153744
402.0,-0.9166633113779727
403.0,-0.986815146203804
404.0,-1.7844373334506325
405.0,-0.7887848414139679
406.0,-0.5054086872218411
407.0,-0.7381908523664431
408.0,-0.7637273035967544
409.0,-0.954178545524681
410.0,-1.1589482494356171
411.0,-0.1906657451775604
412.0,-0.6102091332680696
413.0,-0.5569701677924226
414.0,0.24495631592965195
415.0,-0.18144598197715434
416.0,-0.322915994248969
417.0,-0.4413505452368517
418.0,0.06142463175312862
419.0,0.08599380082191299
420.0,-0.28488843018728294
421.0,-0.49033674251892545
422.0,-1.5944721765570695
423.0,-0.8295483151487264
424.0,-1.0158299694820825
425.0,-1.0258044667848747
426.0,-0.8070935333216926
427.0,-2.2687773789755292
428.0,-1.5631864367980717
429.0,-1.35215648330301
430.0,-1.7112474199566816
431.0,-2.137324157744605
432.0,-1.4017228703422528
433.0,-1.685252785108271
434.0,-2.184985876152033
435.0,-1.7890287290523794
436.0,-1.6565825190116288
437.0,-1.9648814879214618
438.0,-1.7113235746139204
439.0,-1.9560080519347722
440.0,-2.099675343242387
441.0,-2.3214917066895833
442.0,-1.927079831436243
443.0,-1.7807677487955489
444.0,-1.494876666686758
445.0,-1.728566341312395
446.0,-1.4557047491596915
447.0,-1.7930261698941283
448.0,-1.6209152285894586
449.0,-1.2935798754672798
450.0,-1.4492939880922957
451.0,-0.7578340503901455
452.0,-0.7312177701217123
453.0,-0.651479272344454
454.0,-0.5018798697676918
455.0,0.10523521736192576
456.0,-0.47667498408841424
457.0,-0.8397459309037988
458.0,-0.06461128299276764
459.0,-0.03593744091336726
460.0,-0.07658634756598492
461.0,-0.12688528234877938
462.0,0.07327515891056913
463.0,0.2747649008081725
464.0,0.12041296801889656
465.0,0.8652757128099196
466.0,-0.0017515791061244457
467.0,0.009846191912300517
468.0,-0.4048073382322307
469.0,0.1475474678169637
470.0,-0.4809428962728728
471.0,-0.22831057406831867
472.0,-0.28203945873591607
473.0,-0.5115830418165261
474.0,-0.09404450586979318
475.0,-0.4183134787487848
476.0,-0.5087210929833555
477.0,-1.161398649545029
478.0,-0.8917785680300403
479.0,-1.2004844723560348
480.0,-1.3122263776210468
481.0,-1.425216775927151
482.0,-1.987552434276115
483.0,-2.036754521580121
484.0,-1.915539432612497
485.0,-2.7468831465848917
486.0,-2.0304179398644298
487.0,-2.3170299360998143
488.0,-2.5117635593799457
489.0,-2.5198670711365194
490.0,-2.795032223557204
491.0,-2.6844248093353986
492.0,-2.4136263143824808
493.0,-2.3561487119678888
494.0,-2.0620605120823856
495.0,-2.4978640202477442
496.0,-2.5180231849696963
497.0,-2.3908490301817453
498.0,-2.3604876977629603
499.0,-2.0663549325591637
500.0,-1.8447748267865822
501.0,-1.7627810450434132
502.0,-1.4137418756765123
503.0,-1.471038201195189
504.0,-1.3228688110149585
505.0,-1.1951308797458537
506.0,-1.2029786269754132
507.0,-1.0359575826358314
508.0,-0.8271452010453719
509.0,-0.3002504652842858
510.0,-0.24737248776962317
511.0,-0.07218964990609655
512.0,-0.4126157737295638
513.0,-0.4491830353213996
514.0,-0.20794686546083874
515.0,-0.06479103841848577
516.0,-0.025568753575747838
517.0,0.022743584009702333
518.0,-0.15358509479098803
519.0,-0.01801270380820119
520.0,-0.4238895211575405
521.0,-0.659558537068226
522.0,-0.9280898576153642
523.0,-0.9818358288451495
524.0,-1.0025275109948966
525.0,-1.3777008434798654
526.0,-1.321725004007423
527.0,-1.477487468771689
528.0,-2.279158372041386
529.0,-3.6818863983291297
530.0,-4.385783117219088
531.0,-4.219543838818909
532.0,-4.319579739014646
533.0,-4.709926855262643
534.0,-5.115924098443346
535.0,-5.194320955015016
536.0,-5.3093146383988055
537.0,-5.43955394343916
538.0,-5.5608926156640655
539.0,-5.63826788763122
540.0,-5.651501060374919
541.0,-5.911637539521793
542.0,-5.764529758878815
543.0,-5.458185838029177
544.0,-5.710609123347581
545.0,-5.638426707612399
546.0,-5.279003319545751
547.0,-5.743970721407779
548.0,-4.962503289259372
549.0,-5.0844476927640825
550.0,-4.749076128496511
551.0,-4.543428670124164
552.0,-4.166871777390582
553.0,-4.138160922763991
554.0,-3.9667275547118517
555.0,-3.36872330706228
556.0,-3.7831575053635014
557.0,-3.114318039524002
558.0,-3.137858507972031
559.0,-2.8156962849310188
560.0,-2.0955455019968903
561.0,-2.3040005396467107
562.0,-2.1012623852523316
563.0,-2.3548629412834323
564.0,-2.046938107565528
565.0,-1.7884729498865244
566.0,-1.7108199269102087
567.0,-1.6420391168087562
568.0,-1.78311172548297
569.0,-1.7222316438295047
570.0,-1.8141609369939706
571.0,-2.4091619635499426
572.0,-2.142544421201902
573.0,-2.1405269573963244
574.0,-2.358943169608849
575.0,-2.772117374937145
576.0,-3.0898411531626624
577.0,-3.392581885797866
578.0,-3.4022676914950134
579.0,-3.3454441238711583
580.0,-4.321057037887371
581.0,-4.251907804039445
582.0,-4.6009580022737335
583.0,-4.345066602969302
584.0,-4.880017365891546
585.0,-5.047162650905641
586.0,-5.142287080642981
587.0,-5.103667211721401
588.0,-5.426343071253768
589.0,-6.205729776894158
590.0,-5.290412881668761
591.0,-5.323369207433068
592.0,-5.474731910812256
593.0,-5.652621506135827
594.0,-5.154624481554048
595.0,-5.014621541926278
596.0,-5.0944566002937455
597.0,-4.829218843327562
598.0,-4.818814069320873
599.0,-4.353399261841874
600.0,-4.499025154360832
601.0,-3.6233285902191925
602.0,-3.7414247270218626
603.0,-3.0714788546980047
604.0,-3.2725622450004965
605.0,-2.706849361574397
606.0,-2.247240356807784
607.0,-2.4464874682991775
608.0,-1.5871030070908143
609.0,-1.4784824081554795
610.0,-1.6814803265959437
611.0,-1.3147674582937499
612.0,-0.4773198182407228
613.0,-0.20922043201361618
614.0,-0.4244748568259835
615.0,-0.13851597393365234
616.0,-0.13560430871174356
617.0,-0.06899516379737713
618.0,0.2640719188382388
619.0,-0.7758445180553921
620.0,-0.07007252978891731
621.0,-0.5645074563019588
622.0,-0.6498966574458156
623.0,-0.8497707574213917
624.0,-1.0733402768902263
625.0,-1.6107628820776343
626.0,-1.3167459068567786
627.0,-0.9991304945339039
628.0,-1.9142473679797054
629.0,-2.1561358213678083
630.0,-2.685498550360482
631.0,-2.7234138340202763
632.0,-2.7442594424058315
633.0,-3.3109363282987583
634.0,-3.564800037634373
635.0,-3.4214330923231113
636.0,-4.126801855887625
637.0,-3.801645243255086
638.0,-3.6865717175988744
639.0,-3.548450587639142
640.0,-4.1932259377536925
641.0,-3.6067452903978086
642.0,-3.723717086772775
643.0,-4.516058179890008
644.0,-4.523483230745509
645.0,-4.020949258728754
646.0,-3.30619032587368
647.0,-3.5931984429901407
648.0,-3.614251364560736
649.0,-2.466612791128881
650.0,-2.763243289922481
651.0,-3.6286309690846874
652.0,-2.2209095922921356
653.0,-1.8575369274508429
654.0,-1.7092636109015755
655.0,-1.3386855047324873
656.0,-1.3003927132267035
657.0,-1.5983969552070847
658.0,-0.9470420981263759
659.0,-0.9865888828383653
660.0,-0.7912008476661887
661.0,-0.7752997022632289
662.0,0.11934008420004627
663.0,0.06268361560345825
664.0,-0.11403348646055989
665.0,-0.17272511476302377
666.0,0.10244565313090348
667.0,0.5559232788394088
668.0,-0.9018948254148429
669.0,0.055858517383641004
670.0,-0.5011087189128736
671.0,-8.129084093504677
672.0,-8.357922311909789
673.0,-8.119156543566318
674.0,-7.856525583377538
675.0,-8.042557087562196
676.0,-8.91936899018837
677.0,-8.32576775128479
678.0,-8.43442513981373
679.0,-9.187543831542353
680.0,-9.918204320971839
681.0,-9.426322110009727
682.0,-9.85797674896527
683.0,-10.057260499279845
684.0,-10.968281248753044
685.0,-12.146230673938637
686.0,-10.114831904804845
687.0,-11.926616161931229
688.0,-11.344921386580339
689.0,-10.360671370724509
690.0,-11.325379326025843
691.0,-11.074350223103329
692.0,-12.144627262881976
693.0,-12.221038044682432
694.0,-11.599807269072256
695.0,-10.787409779293217
696.0,-11.28630625418112
697.0,-11.328240935788148
698.0,-10.724462081944898
699.0,-10.153330616997314
700.0,-11.037849210521962
701.0,-10.72215635578864
702.0,-10.321671489012978
703.0,-9.300128692491889
704.0,-9.448667720588181
705.0,-8.43905994770282
706.0,-8.744543819965616
707.0,-8.966077493133616
708.0,-8.25725955170166
709.0,-8.547663305374414
710.0,-8.8005406895716
711.0,-8.13297771948138
712.0,-8.62296192078079
713.0,-8.413749583419667
714.0,-7.747616864809392
715.0,-8.338715385737034
716.0,-8.663241251834958
717.0,-8.601536533164655
718.0,-8.118013821956792
719.0,-8.863549800338879
720.0,-8.949701996431054
721.0,-9.169613184141355
722.0,-9.094340091117651
723.0,-9.518876052160971
724.0,-10.196881196342241
725.0,-10.152779388666765
726.0,-10.400497170891072
727.0,-9.828238042922663
728.0,-10.221509827847063
729.0,-10.531541602803893
730.0,-11.143685459515321
731.0,-11.456387942292382
732.0,-11.531358012005645
733.0,-11.889539236602426
734.0,-10.793102516920605
735.0,-12.566065987061158
736.0,-11.69245435880974
737.0,-12.394511681995485
738.0,-12.03642765590202
739.0,-12.347692794271063
740.0,-12.396090640915943
741.0,-12.341755283592832
742.0,-11.332750738999719
743.0,-11.85677797374485
744.0,-11.945992969308005
745.0,-11.393590655863859
746.0,-11.414641066748944
747.0,-11.028313967687033
748.0,-11.630400763395347
749.0,-10.790619404833064
750.0,-10.455479232384379
751.0,-10.982096204230977
752.0,-10.15892999389679
753.0,-9.60283878882283
754.0,-9.911652250812534
755.0,-9.494975653915395
756.0,-9.373311752943424
757.0,-9.606701217069753
758.0,-9.264022031984952
759.0,-9.584831783956096
760.0,-9.184266406581118
761.0,-8.918037198563635
762.0,-8.746681362358517
763.0,-8.900930187997854
764.0,-8.71590731071077
765.0,-9.196091459637238
766.0,-8.979004733872108
767.0,-9.006292143281788
768.0,-8.634799292654614
769.0,-9.232974727552737
770.0,-9.409175604473452
771.0,-9.40645878337577
772.0,-9.757900500850235
773.0,-9.63877845755492
774.0,-9.91115892313082
775.0,-10.378198095168408
776.0,-10.134852991641052
777.0,-10.335084990462082
778.0,-10.757285584753859
779.0,-10.546883371347533
780.0,-10.335803486954593
781.0,-10.648253195079404
782.0,-10.72226271971138
783.0,-11.198253109641088
784.0,-10.885458797177524
785.0,-10.991342139307461
786.0,-10.936578176640488
787.0,-10.958981903579957
788.0,-11.28451387423217
789.0,-10.991856417122111
790.0,-11.069894134431062
791.0,-10.861736751982766
792.0,-10.926838096245122
793.0,-10.415852117199453
794.0,-10.691080206712698
795.0,-10.565970165123836
796.0,-10.252263509868982
797.0,-10.30700203235729
798.0,-10.040249574439045
799.0,-9.954860229676457
800.0,-9.417928242323422
801.0,-9.373310538443562
802.0,-9.367601219453723
803.0,-9.281626603023094
804.0,-8.929670674798826
805.0,-8.89605296246524
806.0,-8.771463840947769
807.0,-8.75963010994006
808.0,-8.942635791298244
809.0,-8.62502384803802
810.0,-8.64095660909277
811.0,-8.422890115046366
812.0,-8.349769279238306
813.0,-8.608877604131415
814.0,-8.451075007108464
815.0,-8.288691745934253
816.0,-8.702811192113332
817.0,-8.404568949758046
818.0,-8.861205555311809
819.0,-8.810553803312237
820.0,-8.906640658872409
821.0,-9.001234076044057
822.0,-9.232069583757289
823.0,-9.301404859192568
824.0,-9.420637171659408
825.0,-9.378611579174473
826.0,-9.482834865239356
827.0,-9.298534475235284
828.0,-9.520983054144795
829.0,-9.890454433918835
830.0,-9.842294379472868
831.0,-9.8077637523068
832.0,-10.009645462237172
833.0,-10.068330207991151
834.0,-10.0803359560873
835.0,-9.97233013896257
836.0,-10.239306881240609
837.0,-10.148913746881957
838.0,-10.00184361587771
839.0,-9.989891000656137
840.0,-9.952289746127299
841.0,-9.988586864512495
842.0,-9.704757804450928
843.0,-9.437907667581943
844.0,-9.627687490581536
845.0,-9.631578931503729
846.0,-9.3779240435996
847.0,-9.490269530914022
848.0,-9.423685030422122
849.0,-9.190624750383575
850.0,-9.535110435647901
851.0,-9.197078091083126
852.0,-8.967519883614571
853.0,-9.058929578399876
854.0,-8.927311352990552
855.0,-8.754572461318302
856.0,-8.915174710557988
857.0,-8.645815939153414
858.0,-8.63542434542471
859.0,-8.509323250387778
860.0,-8.286532138365814
861.0,-8.474167758358055
862.0,-8.518725110672682
863.0,-8.531662966193867
864.0,-8.546562765578663
865.0,-8.846231663443515
866.0,-8.728918274471248
867.0,-8.714780340075706
868.0,-9.142101462612525
869.0,-8.765414230386755
870.0,-8.811501656841083
871.0,-9.274414097469739
872.0,-9.292904769684752
873.0,-9.536353149464917
874.0,-9.290847197531532
875.0,-9.786265136372844
876.0,-9.696140388823633
877.0,-9.936783256455804
878.0,-9.814178023314604
879.0,-10.329661320644542
880.0,-9.660366004492765
881.0,-10.27251432230514
882.0,-10.075914681011815
883.0,-10.183421783702613
884.0,-10.350303097386304
885.0,-10.400865181883287
886.0,-9.939546753208699
887.0,-10.30834679632059
888.0,-10.080641939410437
889.0,-10.333344282566696
890.0,-10.251850059121095
891.0,-9.89685380085406
892.0,-9.707578051996984
893.0,-9.942251509111292
894.0,-10.21655401610082
895.0,-9.166358173276288
896.0,-9.894290081194253
897.0,-10.00716795759119
898.0,-8.707370605124044
899.0,-9.500192385867733
900.0,-9.731888815808897
901.0,-9.417514530028654
902.0,-9.020113984013074
903.0,-9.00299559926423
904.0,-9.26549570483058
905.0,-8.37074989584435
906.0,-9.069845838188389
907.0,-9.25386001730602
908.0,-8.541463745815248
909.0,-8.411702581117654
910.0,-9.125843215581337
911.0,-9.344251973878933
912.0,-8.56241332831723
913.0,-9.654038200015728
914.0,-9.438367267795606
915.0,-8.754067552064978
916.0,-9.191552360968316
917.0,-9.358334515299969
918.0,-9.241994437659697
919.0,-9.531442747658527
920.0,-10.060891110788363
921.0,-9.247323604042604
922.0,-9.347904577836841
923.0,-9.880797168682207
924.0,-10.061672175764226
925.0,-9.320010185104673
926.0,-10.41595161181283
927.0,-10.517967559608314
928.0,-10.37915894397755
929.0,-10.041200209102112
930.0,-10.068913833498714
931.0,-10.854374086654927
932.0,-10.684757762540046
933.0,-11.38936796453898
934.0,-10.991429633661403
935.0,-11.211206072714525
936.0,-11.271970631753183
937.0,-10.161625472785074
938.0,-11.12579633842334
939.0,-10.966556606614539
940.0,-10.530069381186827
941.0,-10.062487047726341
942.0,-10.3060367246737
943.0,-9.250198425856434
944.0,-10.32135554202104
945.0,-10.061720190109375
946.0,-9.929761679924205
947.0,-9.309218889400809
948.0,-9.57432271603529
949.0,-9.713427397162352
950.0,-9.947216526212769
951.0,-9.3160976523763
952.0,-8.704017605102258
953.0,-9.387495942834807
954.0,-8.888512880525203
955.0,-8.933991982482418
956.0,-8.59996390570211
957.0,-9.284453064731919
958.0,-7.8657238630102215
959.0,-9.450637733068053
960.0,-9.051193942476933
961.0,-8.494729207438734
962.0,-8.818110317891579
963.0,-8.63676282586004
964.0,-9.300443949836732
965.0,-9.200852621909492
966.0,-9.264393009141484
967.0,-8.682030176411757
968.0,-9.201174646695241
969.0,-9.287878125395562
970.0,-10.082297377884288
971.0,-9.496947852092708
972.0,-9.978554704646788
973.0,-9.602028469388443
974.0,-9.464522883753261
975.0,-10.64698448461348
976.0,-10.821774524944871
977.0,-11.147137335410145
978.0,-10.929688857802306
979.0,-11.128643145428951
980.0,-10.87050244492406
981.0,-11.153514171612226
982.0,-11.2876325758408
983.0,-10.664669081928619
984.0,-11.55542219920302
985.0,-10.914697313690132
986.0,-11.239395393987838
987.0,-10.664037275359584
988.0,-10.277848754292119
989.0,-10.914654645330982
990.0,-10.452565166610826
991.0,-10.418973286683796
992.0,-10.684755952696035
993.0,-10.047933641154064
994.0,-9.837268505237498
995.0,-9.58539666184959
996.0,-9.648510593668124
997.0,-9.31463707196267
998.0,-9.646082027401937
999.0,-9.10063648039913
1000.0,-8.510146455952519
1001.0,-8.17896505471058
1002.0,-8.565257696109324
1003.0,-8.178854290339881
1004.0,-7.981935297716734
1005.0,-7.867610546898458
1006.0,-7.620572422733375
1007.0,-8.523878274374093
1008.0,-7.7261664161315196
1009.0,-7.5722172988954775
1010.0,-8.073005153950335
1011.0,-6.991480891768521
1012.0,-7.650918338354175
1013.0,-5.817049262843992
1014.0,-6.855194017233277
1015.0,-7.008143358281867
1016.0,-6.683111518635094
1017.0,-7.581232357261934
1018.0,-6.992153632499038
1019.0,-7.210304300482095
1020.0,-7.03476439023413
1021.0,-7.345401216772224
1022.0,-7.965083972366698
1023.0,-8.411533254125912
1024.0,-7.532312539597127
1025.0,-8.653881654535667
1026.0,-8.913420272512104
1027.0,-9.078953986473742
1028.0,-8.405941152565156
1029.0,-9.123025505037251
1030.0,-9.303542270799845
1031.0,-9.056014780738442
1032.0,-9.22769795089498
1033.0,-9.415644875550257
1034.0,-8.90879847005397
1035.0,-8.771073382651602
1036.0,-8.742037957121255
1037.0,-8.732550630901963
1038.0,-8.744778902563802
1039.0,-9.33635280639157
1040.0,-8.028993626460323
1041.0,-8.300849745665229
1042.0,-8.001916837675726
1043.0,-7.624653979630828
1044.0,-7.298072820947317
